,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
164,PCT/IN2007/000557,WO2008/072256,28-11-2007,Herbal formulation for wound healing ,Sunev Pharma Solution Limited Corporate,Company,India,"Saxena , Manish",India,Quite effective in wound healing,"Powder, cream or spray","Curcuma longa and Trichosanthes diocia,Terminalia chebula, Trichosanthes diocia, Capsicum, and Stellata", Non-healing wounds of diabetics and wounds referred to as ’bed sores’ ,Y,11.01.2012,19.06.2008,"A61P 17/02, A61K 36/58"
165,9158435.9,EP000002128239B1,22-04-2009,Alcoholic liquor additives and method for preparing the same,"Jang, Young-Sam Mapo-Ku",Individual,Korea," Jang, Young-Sam Mapo-Ku",Korea,"Composition of the raw material, reducing difficulty or discomfort in drinking",Liquor,"Mulberry  citron cucumber,cornus , mulberry , pine",Fatigue recovery and/or blood circulation,N,25.01.2012,02.12.2009,"C12G 3/02, C12G 3/04"
166,PCT/IB2007/050536,WO2008/078203,20-02-2007,Herbal composition and process for its preparation , Piramal Enterprises Limited,Company,India,"Joshi , Kalpana, Sanjay, WAGH,Vilas, SHARMA, Somesh",India,Good therapuetic effect," Tablet, capsule, granule, syrup or suspension",Piper betle,Chronic myeloid leukemia,Y,27.11.2013,03.07.2008,"A61K 36/67 , A61P 35/02"
167,9158435.9,EP000002128239B1,22-04-2009,Alcoholic liquor additives and method for preparing the same,"Jang, Young-Sam Mapo-Ku",Individual,Korea," Jang, Young-Sam Mapo-Ku",Korea,"Composition of the raw material, reducing difficulty or discomfort in drinking",Liquor,"Mulberry  ,citron ,cucumber,cornus , mulberry , pine", Fatigue recovery and/or blood circulation,N,-,02.12.2009,"C12G 3/02, C12G 3/04"
168,PCT/IN2008/000089,WO2008/099423,15-02-2008,A Novel  Herbal  Drug  and A Process  For Preparation  Thereof  For The prevention and management of endothellal dysfunction among type-2 Diabetes mellitus cases ,Swaminathan. S,Individual,India,"Dubey , G., P, RAJAMANICKAM, G., Victor, SINGH, R., G, AGRAWAL, Aruna, VYAS, Neera",India,Preventing and management of treating the disorder,Capsulation or syrup,Salacia oblonga (sapttarangi),Endothellal dysfunction among type 2 Diabetes mellitus ,Y,21.08.2013,21.08.2008,"A61K 36/37 , A61P 3/10 "
169,PCT/IL2007/001024,WO2008/029386,15-08-2007,"Echinacea, lavender, mastic gum and sage for treating halitosis",Dental Biotechnology Ltd.,Company,Israel,"Perfez-erez-Davidi, Michael Moshe, STERER, Nir, WEISS, Ervin Itzchak, DOMB, Avraham Jacob",Israel,Composition of the raw material,Powder,"Echinacea, lavender, mastic gum and sage",Halitosis,Y,02.07.2014,13.03.2008,"A61K 9/14  ,A61K 9/00 ,A61K 36/28 ,A61K 36/537 ,A61K 36/53 ,A61K 36/22 ,A61K 8/02  ,A61P 1/02 ,A61Q 11/00"
170,PCT/US2007/073962,WO2008/011556,20-07-2007,"Film-Delivering Rinse 
", Izun Pharmaceuticals Corporation,Company,United states,"Levine, William, Zev, SAFFER, Aron, J, LOEWY, Zvi, G","Israel,United States ",Treating the affected tissues is effective ,"A film, patch or an adhesive solid formulation", Sambucus nigra and Centella asiatica,Mucosal disease,Y,15.04.2015,24.01.2008,"A61K 36/23 , A61K 36/28,A61K 36/35 , A61K 9/70 ,A61Q 11/00 , A61K 9/00"
171,PCT/IB2007/004483,WO2008/090410,17-10-2007,Cinnamomi  And Poria  Composition  And Uses  Thereof ,"Jiangsu Kanion Pharmaceuticals Co.
Ltd.",Company,Canada ," Xiao, Wei, DAI, Xiang, Ling, LING, Ya, WANG, Zhen, Zhong, BI, Yu, An, WANG, Zheng, Kuan",Canada,Composition of the raw material,Capsule,"Cassia  Ramulus ,cinnamomi Guizhi,Indian Bread ,Poria cocos ,FulingPeach,Semen persicae, Tao Ren,White Peony , Radix paeoniae ,alba Bai Shao, Peony ",-,Y,05.04.2017,31.07.2008,"A61K 36/65 , A61K 36/73 ,A61K 36/54  ,A61K 36/076 ,A61P 15/00 "
172,8253757.2,EP000002092940B1,19-11-2008,Herbal medicine for osteoporosis and related conditions, Medipearl Pte Ltd,Company,Singapure," Hwang, San-Bao, Gupta, Priya, Cheah, Shiau Chuen
",Singapure,Composition of the raw material,Herbal extract,(i) Yin Yang Huo; (ii)Bu Gu Zhi; (iii) Shu Di; (iv) Du Zhong; (v) She Chuang Zhi; and (vi) Huang Qi,Osteoporosis,Y,10.07.2013,26.08.2009,"A61K 45/06 , A61K 36/804 ,A61K 36/234 , A61K 36/296 ,A61K 36/487 , A61P 19/10 "
173,PCT/EP2007/010625,WO2008/089815,12-06-2007,Multi Component Herbal composition for the treatment of male erectile dysfunction,The jordanian Pharmaceutical manufacturing Co,Company,Jordan,"Badwan,Adnan,Ginna,Nidal,Adel,Taha,hashem",Jordan,Non toxic in nature,"Semi-solid or liquid filler, diluent, encapsulating material or formulation auxiliary ","Ginseng extract,Epimedium extract, Gotu Kola extract",Male erectile dysfunction,Y,04.08.2010,31.07.2008,"A61K36/258,A61K36/185,A61K36/296,A61K36/25,A61P15/10"
174,2009297589, JP002011136939A,28-12-2009,"HERBAL MEDICINE-CONTAINING TABLET, AND METHOD FOR PRODUCING HERBAL MEDICINE-CARRYING PARTICLE USED FOR HERBAL MEDICINE-CONTAINING TABLET

 ",LION CORP ,Company,-,ISHIKAWA SATOYUKI ; KIZU NORIO ; MATSUMOTO NAOKO  ,-,-,-,-,-,Y,Not available,14.07.2011 ,"A61K 47/32 (2006.01)
A61K 9/20 (2006.01)
A61P 43/00 (2006.01)
A61K 36/71 (2006.01)"
175,1020150123983,KR102017027421A,09-02-2015,COSMETIC COMPOSITION CONTAINING COMPLEX MEDICINAL HERBS EXTRACT FOR SKIN WHITENING AND ANTI-WRINKLE EFFECT AND MANUFACTURING METHOD THEREOF,AROMANEWTECH,Company,South Korea,AHN TAEK WON ; LEE JIN YOUNG ; LEE SEUNG JAE,South Korea,"Medicine has effects in alleviating wrinkles, preventing inflammation, and relieving skin irritation ",Various extraction processes,"Red bean, lotus, Castanea crenata, taraxacum, Eriobotrya japonica Lindl., milk vetch, Chinese dioscorea, Korean angelica","Inflammation, Skin irritation and overall skin care",Y,Not available,10.03.2017 ,"A61K 8/97 (2017.01)
A61Q 19/00 (2006.01)
A61K 8/97 20130101(FI20.15)
A61Q 19/00 20130101(LI20.15)
A61K2800/80 20130101(LA20.15)"
176,1020140035755,KR102014045477A,27-03-2014,"HERBAL MEDICINE COMPOSITION HAVING IMPROVED ADAPTABILITY OF TAKING MEDICINE AND PREPARATION METHOD THEREOF

 ",KIM WOO YEOUN,Individuals,South Korea,KIM WOO YEOUN ; SEO BUM GU,South Korea,A herbal medicine composition having improved adaptability of taking medicine,Various extraction processes,-,-,Y,Not available,16.04.2014 ,"A61K 36/481 (2006.01)
A61K 36/27 (2006.01)
A61K 36/284 (2006.01)"
177,2009149693/15,RU000002419449C1,30-12-2009,MEDICATION FOR TREATMENT OF PATIENTS WITH DRUG HEPATITIS,G OBRAZOVATEL NOE UCHREZHDENIE VYSSHEGO PROFESSIONAL NOGO OBRAZOVANIJA SANKT PETERBURGSKAJA GMA IM I,Research organisation,Russia,KOLOSOVSKIJ EHRNEST DMITRIEVICH ; RADCHENKO VALERIJ GRIGOR EVICH ; SHABROV ALEKSANDR VLADIMIROVICH ; RADCHENKO DAR JA VALER EVNA,Russia,"Mixture reduces terms of hepatitis treatment, improves clinico-laboratory indices due to normalisation of liver function tests and functional state of liver",Herbal mixture prepared for phytotherapy,"Woodland strawberry, common dandelion, pineapple weed, stinging nettle, tansy, pot marigold, common juniper, peppermint, St John's wort, lime tree, heartsease, Centaurium, flax, dill, burdock, common chicory, common knotgrass, common hop, cornflower, cowberries, Arctostaphylus, corn, immortelle, Acorus, Menyanthes, garden angelica, yellow sweet clover, Inula, common horsetail",Hepatitis    ,Y,Not available,27.05.2011,"A61K 36/882 (2006.01)
A61K 36/288 (2006.01)
A61K 36/185 (2006.01)
A61K 36/534 (2006.01)
A61K 36/86 (2006.01)
A61K 36/55 (2006.01)
A61K 36/704 (2006.01)
A61K 36/232 (2006.01)
A61K 36/36 (2006.01)
A61K 36/73 (2006.01)
A61K 36/28 (2006.01)
A61K 36/14 (2006.01)
A61K 36/51 (2006.01)
A61K 36/23 (2006.01)
A61K 36/45 (2006.01)
A61K 36/48 (2006.01)
A61P 1/16 (2006.01)
A61K 36/38 (2006.01)"
178,PCT/US2017/034025,WO 2017/205389 A1,23-05-2017," IMPROVED THERAPEUTIC INDEX OF ANTI-IMMUNE CHECKPOINT INHIBITORS USING COMBINATION THERAPY COMPRISING A PHY906 EXTRACT, A SCUTELLARIA BAICALENSIS GEORGI (S) EXTRACT OR A COMPOUND FROM SUCH EXTRACTS",UNIV YALE,Research organisation,United States of America,CHEN LIEPING ; CHENG YUNG-CHI,United States of America,Administration of the herbal extracts can counteract one or more gastrointestinal side effects of the immune checkpoint inhibitors and/or increase their therapeutic index against cancer,Various extraction processes,"Glycyrrhiza uralensis, Paeonia lactiflora, Ziziphus jujuba","Non-small cell lung cancer, renal cell carcinoma, liver cancer, colon cancer, urothelial bladder cancer and pancreatic cancer",Y,Not available,30.11.2017 ,"A61K 31/194    (2006.01),A61K 31/454    (2006.01),A61K 31/282    (2006.01)"
179,PCT/IN2017/050191,WO 2017/203540 A1,20-05-2017,"DIETARY SUPPLEMENTS AND COMPOSITIONS FOR ENHANCING PHYSICAL PERFORMANCE AND ENERGY LEVELS

",LAILA IMPEX,Company,India,ALLURI VENKATA KRISHNA RAJU ; BHUPATHIRAJU KIRAN ; GOKARAJU GANGA RAJU ; GOKARAJU RAMA RAJU ; GOKARAJU VENKATA KANAKA RANGA RAJU ; GOLAKOTI TRIMURTULU ; SENGUPTA KRISHANU,India,"A natural energy enhancer to provide an onset and steady maintenance of energy and for improving muscle strength, muscle mass and mental alertness",Herbal extracts and fractions,"Bauhinia racemosa, Cassia auriculata, Mangifera indica, Woodfordia fruticosa, Acacia nilotica",Sarcopenia and muscular atrophy,Y,Not available,30.11.2017,"A23L 33/105,A61K 36/482    (2006.01) ,A61K 36/18    (2006.01) "
180,PCT/EP2016/057335,WO 2017/174109 A1,04-04-2016,HERBAL PRODUCT FOR TREATMENT OF DIABETES MELLITUS,ALZANDANI ABDULMAJEED AZIZ; ALZANDANI MOHAMMED ABDULMAJEED AZIZ,Individuals,Turkey,ALZANDANI ABDULMAJEED AZIZ; ALZANDANI MOHAMMED ABDULMAJEED AZIZ,Turkey,"A herbal product for use in stimulating HbA1c, C-peptide, insulin and blood glucose levels in a diabetic patient",Distillation,Costus,Diabetes mellitus,N,Not available,12.10.2017 ,"A61K 36/285    (2006.01), A61P 3/10    (2006.01)  "
181,PCT/US2017/024378,WO 2017/172648 A1,27-03-2017,HERBAL NANOFORMULATIONS FOR TREATING PSORIASIS AND OTHER SKIN CONDITIONS,JAGGI MANU; MADAAN ALKA ; SHRAIBOM NADAV ; SINGH ANU T ; SIRBAL LTD ; STEINBERG ERAN ; VERMA RITU,Individuals,India; United States of America; Cyprus,JAGGI MANU; MADAAN ALKA ; SHRAIBOM NADAV ; SINGH ANU T ; SIRBAL LTD ; STEINBERG ERAN ; VERMA RITU,India; United States of America; Cyprus,A medicinal composition containing active herbal components to treat various skin conditions,"Herbal topical gels, tablets and capsules formulation","Sheng Di Huang, Da Huang and Jin Yin Hua",Psoriasis and other skin conditions,N,Not available,05.10.2017,"A61K 36/355    (2006.01),A61K 36/708    (2006.01) ,A61K 36/804    (2006.01)"
182,PCT/US2017/020806,WO 2017/155834 A1,03-03-2017, HERBAL FORMULATION TO RAISE THE HUMAN BODY'S PH LEVEL FROM ONE THAT IS ACIDIC TO ONE THAT IS MORE ALKALINE,CHENG LAB & COMPANY LLC ; CHENG YIN BONG,Company,United States of America,CHENG YIN BONG,United States of America,Medicine maintains slightly alkaline body fluids that helps safeguard itself from illnesses,Dietary suppliment preparation,"Camptotheca, Poria cocos, Astragalus membranacaus, Prunella vulgaris,Phellodendron amurense Rupr. ",Various illnesses,Y,Not available,14.09.2017 ,"A01N 65/00    (2009.01),A61K 36/00    (2006.01)  "
183,PCT/IN2017/050073,WO 2017/145182 A1,22-02-2017,A HERBAL FORMULATION FOR TREATING DISEASES OF THE MOUTH AND TO MAINTAIN ORAL HYGIENE,RAMSAGAR PANDIT ; REKHA KHATUN ; TULSI MAHATO,Individuals,India,RAMSAGAR PANDIT ; REKHA KHATUN ; TULSI MAHATO,India,Herbal formulation is used for treating diseases of oral cavity,Various extraction processes,"Clerodendrum infortunatum, Trianthema portulacastrum",Mouth disease and maintain overall oral hygiene,N,Not available,31.08.2017,"A61K 36/18    (2006.01),A61K 36/00    (2006.01) "
184,PCT/SA2016/000001,WO 2017/126995 A1,18-01-2016,"COMPOSITION FOR TREATMENT AND PREVENTATIVE OF THE HUMAN PAPILLOMA VIRUS HPV INFFCTION, ULCERATIONS AND BOILS",ALESSA NADIAH ABDULKARIM A,Individuals,South Africa,ALESSA NADIAH ABDULKARIM A,South Africa, A composition which helps curing and eliminating this virus as soon as it appears on the skin,Various extraction processes,"Aloe Vera, Citrullus colocynthis, myrrh and garlic",Human papilloma virus infection,N,Not available,27.07.2017 ,"A61K 36/42    (2006.01),A61K 36/896    (2006.01) 
A61K 36/328    (2006.01) 
A61K 35/08    (2015.01) 
A61K 36/8962    (2006.01) 
A61P 31/20    (2006.01) 
A61P 17/02    (2006.01)  "
185,PCT/IB2016/057303,WO 2017/093961 A1,12-02-2016,"HERBAL PHARMACEUTICAL COMPOSITIONS AND METHOD OF PREPARATION THEREOF

",CHADHA KANWALDEEP SINGH,Individuals,India,CHADHA KANWALDEEP SINGH,India,"Compositions possess properties to control inflammation by lowering levels of inflammatory cytokines and matrix metalloproteinases, prevent capillary bleeding and fragility in mammalians, particularly human beings and have wound healing properties",Herbal composition preparation with a suitable pharmaceutical carrier,"Commiphora molmol,Gardenia, Tagateserecta,Mesua ferrea","Ano-rectal diseases, including hemorrhoids, anal fissures, fistula etc.",N,Not available,08.06.2017 ,"A61K 36/328    (2006.01),A61K 36/28    (2006.01) 
A61K 36/744    (2006.01)  "
186,PCT/IB2015/059306,WO 2017/093788 A1,12-03-2015,"AN ANTI FISSURE HERBAL COMPOSITION FOR TARGETING FISSURE AND METHOD OF SYNTHESIZING THE SAME

",MORADI ASGHAR,Individuals,Iran,MORADI ASGHAR,Iran," The internal herbal mixture stops bleeding, heals internal swelling, eases defecation and recovers rectum",Preparation of herbal compositions for external and internal use," Matricaria recutita, Crocus sativus, Aloe vera, Althaea officinalis, Allium porrum, Apium graveolens, Fumaria officinalis, Sesamum indicum, castor ","External fissures, internal fissures, constipation and tissue crack around anus",N,Not available,08.06.2017 ,A61K 36/00    (2006.01)
187,PCT/EP2016/074244,WO 2017/060535 A1,10-10-2016,A TOPICAL HERBAL HEALING FORMULATION,MCLOUGHLIN NEIL JAMES ; WELLER KERRI-ANNE CARLENE ; WELLER KIT FREEDOM,Individuals, Republic of Ireland,MCLOUGHLIN NEIL JAMES ; WELLER KERRI-ANNE CARLENE ; WELLER KIT FREEDOM, Republic of Ireland,"Effective in the treatment of horse wounds, preventing the formation or raised hairless scars and promoting hair regrowth",Herbal formulation,"Centella asiatica,Plantago major,Scrophularia nodosa, Achillea millefolium, Tabebuia impetiginosa",Wound treatment,N,Not available,13.04.2017 ,"A61K 36/80    (2006.01),A61K 36/886    (2006.01) 
A61K 36/808    (2006.01) 
A61K 36/68    (2006.01) 
A61K 36/47    (2006.01) 
A61K 36/28    (2006.01) 
A61K 36/23    (2006.01) 
A61P 17/02    (2006.01)  "
188,PCT/IB2015/056683,WO 2017/037508 A1,09-03-2015,"AN ANTI HEMORRHOID HERBAL COMPOSITION FOR TARGETTING HEMORRHOIDS AND A METHOD OF SYNTHESIZING THE SAME

",MORADI ASGHAR,Individuals,Iran,MORADI ASGHAR,Iran,"Herbal mixture stops bleeding, heals internal swelling, eases defecation and recovers rectum",Herbal oil spray preparation,"Matricaria recutita, Crocus sativus, Melilotus officinalis , Allium porrum, Apium graveolens ,Sesamum indicum, Ricinus communis ",Hemorrhoids,N,Not available,09.03.2017 ,"A61K 36/00    (2006.01),A61K 36/28    (2006.01) 
A61K 36/8962    (2006.01)  "
189,PCT/IN2016/050281,WO 2017/033209 A1 ,24-08-2016,HERBAL COMPOSITION FOR THE TREATMENT OF AGE RELATED MACULAR DISEASES,PARACHUR VIVEK ANAND,Individuals,India,NIRVANASHETTY SOMASHEKARA ; PANDA SANJIB KUMAR ; PARACHUR VIVEK ANAND ; RAVICHANDRAN SRIPATHY,India,"A herbal composition for the prevention, management and treatment of neo-vascular or wet AMD",Herbal phytochemical composition preparation,"Cinammomum verum, Terminalia chebula, Acacia catechu, Silybum marianum, Curcuma longa, Punica granatum",Age related macular diseases ,Y,Not available,02.03.2017 ,"A61K 36/54    (2006.01),A61K 36/18    (2006.01) 
A61K 36/48    (2006.01) 
A61K 36/28    (2006.01) 
A61K 36/9066    (2006.01)"
190,PCT/US2016/043963, WO 2017/019651 A1 ,26-07-2016,"HERBAL COMBINATIONS FOR TREATING PSORIASIS

",JAGGI MANU; SHRAIBOM NADAV ; SINGH ANU T ; SIRBAL LTD; STEINBERG ERAN,Company,India; United States of America; Cyprus,JAGGI MANU; SHRAIBOM NADAV ; SINGH ANU T ; STEINBERG ERAN,India; United States of America; Cyprus," A shampoo, conditioner, cream, ointment or other topical skin, scalp or hair treatment includes an active herbal combination",Topical and oral herbal composition preparation,"Sheng Di Huang, Da Huang and Jin Yin Hua","Psoriasis, eczema, melanoma, dandruff and hair loss",Y,Not available,02.02.2017 ,"A61Q 5/02    (2006.01),A61K 36/355    (2006.01) 
A61K 8/97    (2017.01) 
A61K 36/708    (2006.01) 
A61K 36/804    (2006.01) 
A61Q 5/12    (2006.01) 
A61Q 19/00    (2006.01)  "
191,PCT/US2016/042859,WO 2017/015240 A1 ,18-07-2016, HERBAL COMPOSITION FOR BODY TREATMENT,FARMA-BLANCO LLC,Company,United States of America,RODRIGUEZ FERNANDO BLANCO,United States of America,"Composition for application to user's body to prevent, treat, and/or cure skin, tissue and other bodily conditions",Various extraction processes,"Caesalpinia coriaria ,Ruta graveolens",Skin treatment,Y,Not available,26.01.2017,"A61K 36/48    (2006.01),A61K 36/75    (2006.01) "
192,PCT/PL2016/000067,WO 2017/007349 A1,27-06-2016,"HERBAL PREPARATION AND ITS APPLICATION

",WYSZA SZKOA MEDYCZNA W BIAYMSTOKU,Research organisation,Poland,TOMULEWICZ MIKOAJ,Poland,Herbal composition with anti-inflammatory and astringent actions to treat conditions related to the interruption of anatomical continuity of outer layers of the skin or deeper tissue,Conventional herbal medicine preparation, Melittis melissophyllum L.,Wound treatment,Y,Not available,12.01.2017," A61K 36/53    (2006.01) ,A61P 17/02    (2006.01)  "
193,PCT/US2015/038341,WO 2017/003430 A1,29-06-2015, MOLECULAR AND HERBAL COMBINATIONS WITH METHOTREXATE FOR TREATING DISEASES AND INFLAMMATORY AILMENTS,JAGGI MANU ; SHRAIBOM NADAV ; SINGH ANU T ; SIRBAL LTD ; STEINBERG ERAN ,Individuals,India; United States of America; Cyprus,JAGGI MANU; SHRAIBOM NADAV ; SINGH ANU T ; STEINBERG ERAN,India; United States of America; Cyprus,"Treatment regimen for psoriasis, eczema or other skin ailment, inflammation, autoimmune disease, leukemia, melanoma or other cancer ",Herbal combination prepared for periodic doses,"Sheng Di Huang, Da Huang and Jin Yin Hua","Skin ailment, inflammation, autoimmune disease, leukemia, melanoma or other cancer",Y,Not available,05.01.2017 ,A61K 36/00    (2006.01)
194,PCT/US2016/035851,WO 2016/197012 A1,06-03-2016,METHODS AND COMPOSITIONS FOR TREATING NON-SMALL CELL LUNG CANCER,CHANG GUNG MEDICAL FOUND KEELUNG CHANG GUNG MEMORIAL HOSPITAL ; NAT YANG-MING UNIV ; ORIENT PHARMA INC,Research organisation,"China, United States of America",HSU HSUAN-MIN ; HUANG CHI-YING ; HUANG TSE-HUNG ; LIN KUAN-TING,Taiwan,Therapeutic methods and compositions for treating non-small cell lung cancer in a subject ,Extract or powder preparation of a herbal mixutre,"Astragalus, Cimicifuga Foetida Rhizoma, Ophiopogon Radix, Atractylodes Lancea Rhizoma, Panax Ginseng- Red, Atractylodes Rhizoma-White, Massa Medicata Fermentata, Citrus Reticulata-Viride, Citrus Reticulata, Glycyrrhiza Radix, Schisandra Fructus, Angelica Sinensis Radix, Phellodendron Cortex, Alisma Rhizoma, Pueraria Radix, Ziziphus Fructus-Red, Zingiber Officinale Radix",Non-small cell lung cancer,Y,Not available,08.12.2016 ,A01N 65/00    (2009.01)
195,PCT/CN2016/080551,WO 2016/173511 A1,28-04-2016,"COMPOSITIONS COMPRISING CYCLOCARYA PALIURUS EXTRACT AND PREPARATION METHOD AND USES THEREOF

",INFINITUS (CHINA) COMPANY LTD,Company,China,GUO XIAOLEI ; LUO ZHEN ; MA CHUNG WAH ; ZHENG XIA,China,"Compositions can treat diabetes, hyperglycemia, hypertension and/or hyperlipidemia",Various herb extraction processes,"Cyclocarya paliurus, Puerariae lobatae Radix, Polygonati odorati Rhizoma","Diabetes, hyperglycemia, hypertension and/or hyperlipidemia",Y,Not available,"03.11.2016 
","A61K 36/8969    (2006.01),A61K 36/52    (2006.01) 
A61P 3/06    (2006.01) 
A61P 3/10    (2006.01) 
A61P 9/12    (2006.01) 
A61K 36/48    (2006.01) "
196,PCT/CN2016/080547,WO 2016/173509 A1   ,28-04-2016,"COMPOSITIONS COMPRISING CYCLOCARYA PALIURUS EXTRACT AND PREPARATION METHOD AND USES THEREOF

",INFINITUS (CHINA) COMPANY LTD,Company,China,GUO XIAOLEI ; LUO ZHEN ; MA CHUNG WAH ; ZHENG XIA,China,"Compositions can treat diabetes, hyperglycemia, hypertension and/or hyperlipidemia",Various herb extraction processes,"Mori Cortex, Dendrobii Caulis, Citri Reticulatae Pericarpium, Cyclocarya paliurus","Diabetes, hyperglycemia, hypertension and/or hyperlipidemia",Y,Not available,"03.11.2016 
","A61K 36/8984    (2006.01),A61K 36/752    (2006.01) 
A61P 3/06    (2006.01) 
A61P 3/10    (2006.01) 
A61K 36/605    (2006.01) 
A61K 36/52    (2006.01) 
A61P 9/12    (2006.01)  "
197,PCT/IB2015/052367,WO 2016/156920 A1   ,31-03-2015," PRODUCING HERBAL MEDICINE WITH MOSQUITO STOMACH ENZYME TO TREAT VIRUS AND AIDS

",ABRISHAMIFAR SEYYED MILAD,Individuals,Iran,ABRISHAMIFAR SEYYED MILAD; YOUSEFI MELIKA,Iran,"This compound has antivirus, antibacterial, antioxidant, immunity motivator, anticancer, Adaptogens, genotoxic effects, radio protection (protection against lipid peroxidation, DNA damage), liver protection, heart protection, anti-pain, anti-vomiting, anti-spasm, anti-ulcer, anti-spermatogenesis, anti-proliferative, improving effects, reducing Lipid peroxidation, activating anti-oxidant enzymes, activating anti-oxidant recovery enzymes GSH (Glutathione), activating the defense system and keeping it stable, Apoptosis,anti-stress effects, anti-Hyperlipidemia and stable membrane",Edible intravenous compound preparation,"Cranesbill, basil, mint, date",AIDS,Y,Not available,06.10.2016 ,"A61K 35/64    (2015.01), A61K 36/185    (2006.01) 
A61K 36/53    (2006.01) 
A61K 36/889    (2006.01) 
A61P 31/12    (2006.01) 
A61P 31/18    (2006.01)  "
198,PCT/US2016/017587,WO 2016/130830 A1,02-11-2016,COMPOSITIONS AND METHODS FOR COMBINATION INGREDIENT DELIVERY,THE FIX LLC,Company,United States of America,ALLIO MICHAEL K ; LANE STEPHEN ; WO MARCO,United States of America,"The invention comprises herbal medicine compositions with active pharmaceutical ingredients which have the properties of treating cough, cold, sore throat, allergy and its related symptoms",The active botanical ingredients are present in a ratio of about 1:32 to 1:65 respectively,"Thyme, Echinacea, horehound, ginger, mint, propolis, white willow bark, cayenne, sage, curcumin, andographis, pelargonium sidoides, cinnamon powder, lavender, licorice, stevia, astralagus, chamomile, barberry, spilanthes, slippery elm, elderberry, lemon oil",Amelioration of a digestive illness or digestive discomfort,Y,Not available,18.08.2016 ,A61K 31/616
199,PCT/IB2016/000322,WO 2016/125025 A1   ,02-03-2016,COMPOSITIONS AND METHODS FOR IMPROVED MUSCLE METABOLISM,NATUREX SA,Company,France,BILY ANTOINE CHARLES ; BIRTIC SIMONA ; CHEVALIER KARL ; FALCAO LEILA DENISE; FANÇA-BERTHON PASCALE ELIZABETH RENÉE; FEUILLERE NICOLAS ; LAURENCON LISE ; MEYER MARJOLAINE ; ROLLER MARC,France,"Novel composition comprising plant extracts for increasing muscle protein synthesis, reducing muscle proteolysis, increasing muscle mass/ strength and improving aerobic/anaerobic sport performance",Percentage weight dependent composition," Rhaponticum, Rhodiola",Reduce protein proteolysis,Y,Not available,11.08.2016 ,"A61K 36/41, A61K 36/28, A61P 21/00"
200,PCT/IN2015/000273,WO 2016/075700 A1   ,07-02-2015,HERBAL COMPOSITION AND PROCESS FOR PREPARING DETOXIFYING HERBAL EXTRACT FOR SNAKE BITE,GENCOR PACIFIC ORGANICS INDIA PVT LTD ; UNIV MADRAS,Research organisation,India,N MATHIVANAN ; S AROUMOUGAME,India,Invention comprising herbal extracts with an improved preparation process for treating snake bites having anti-snake venom properties,By using an ethanol or a methanol solvent for extracting the herb using a common plant extraction approach (CPEA) respectively,"Woody liana, Dalbergia horrida",Snake bite,Y,Not available,"19.05.2016 
","A61K 36/48, A61P 39/02"
201,PCT/US2015/052417,WO 2016/049561 A1   ,25-09-2015, COMPOSITION AND METHOD FOR THE TREATMENT OF MENOPAUSE,TAGLIAFERRI MARY,Individuals,United States of America,TAGLIAFERRI MARY,United States of America,A method of reducing total cholesterol and/or lowering low density lipoprotein (LDL) levels and reducing weight and/or body mass index (BM I),By preparing acqueous extracts of a variety of herbal medicine ingredients or formulating them in vegetable oils,"Radix Rehmanniae, Fructus Corni Officinalis, Radix Dioscoreae Oppositae, Sclerotium Poriae Cocos, Cortex Moutan Radicis, Rhizoma Alismatis Orientalis, Anemarrhena Rhizome, Glycyrrhiza uralensis, Radix Astragali, Atractylodis Macrocephalae Rhizoma","Hot flashes associated with peri-menopause, menopause, or post-menopause",Y,Not available,31.03.2016 ,"A61K36/894, A61K36/884, A61K36/8945, A61K36/8964, A61K36/076, A61K36/284, A61K36/40, A61K36/481, A61K36/484, A61K36/65, A61P5/30, A61P3/04, A61P3/06"
202,PCT/IB2014/063766,WO 2016/020724 A1   ,08-07-2014,SPHAERANTHUS INDICUS COMPOSITION AS IL-17 INHIBITOR AND USES THEREOF,PIRAMAL ENTPR LTD,Company,India,HEGDE BINDU ; KULKARNI-ALMEIDA ASHA ; KUMAR SANJEEV ; MISHRA PRABHA ; THAKKAR CHANDNI,India; United States of America,Therapeutic compositions for treating disorders caused by IL-17 comprising herbal plant extracts,The medicament is manufactured by using the flowering and fruiting heads of the herbal plant Sphaeranthus indicus,Sphaeranthus indicus,Disorders mediated by IL-17,Y,Not available,"11.02.2016 
","A61K 36/28, A61P 35/00, A61P 29/00, A61P 37/00"
