,PCT filing number,Patent number,PCT filing date ,Title of invention (English),Owners,Individual/ResearchOrganization/Company,Country of Owner,Inventors,Country of Inventor,Invention aspect ,Type of mechanism or work involved,Plant used,Treatment,Commercial status,Grant date,PCT publication date, International Patent Classification 
102,PCT/EP2002/007208,CA 2452354,2002-06-28 00:00:00,PET FOOD COMPOSITION FOR REGULATING BODY WEIGHT AND PREVENTING OBESITY AND RELATED DISORDERS IN PETS,SOCIETE DES PRODUITS NESTLE S.A.,Company,Switzerland,"LEMAURE, BERNARD ; DARIMONT-NICOLAU, CHRISTIAN",France; Switzerland,Pet food composition comprising active ingredients of atleast one plant(s),-,"Medicago saliva, Capsicum sp., Cyperus sp., Iris pallida",Preventing obesity and metabolic disorders in pets,Y,2014-01-21 00:00:00,2003-01-30 00:00:00,
103,PCT/KR2008/005605,CA 2700340,2008-09-22 00:00:00,PLANT STEM CELL LINE DERIVED FROM CAMBIUM OF HERBACEOUS PLANT WITH STORAGE ROOT AND METHOD FOR ISOLATING THE SAME,WELLKEY HOLDINGS LIMITED,Company,Virgin Islands (British),"JANG, MI OK; LEE, EUN KYONG; JIN, YOUNG WOO",Republic of Korea,Isolation method of deriving cell line from cambium of herbaceous plant,Optimization of cell line proliferation and subsequent isolation,"Panax, Codonopsis lanceolata, Ostericum koreanum, Platycodon grandiflorum, Pueraria thunbergiana, Aralia contonentalis, Ledebouriella seseloides, Angelica gigas, Daucus carota, Ipomoea batatas, Lepidium meyenii, Manihot esculenta",-,Y,2014-07-15 00:00:00,2009-03-26 00:00:00,
104,PCT/US2007/017304,CA 2659750,2007-08-02 00:00:00,BIOGENIC SILICA FROM SILICA-CONTAINING PLANT MATERIAL SUCH AS RICE HULLS,"HAMMOND, NEAL A.; PEIRCE, STEVE J.",Individual,USA,"HAMMOND, NEAL A.; PEIRCE, STEVE J.",United States of America,"For usage as anti-caking agent, excipient, flavour carrier or anti-microbial treatment",Concentration of ground silica from rice hulls/straws by carbon reduction,Oryza,-,N,2014-05-13 00:00:00,2008-02-07 00:00:00,
105,,CA 2477991 ,2004-08-18 00:00:00,STABILIZING AGENT AND BLOCKING AGENT,SEIKAGAKU CORPORATION,Company,Japan,"ISHIMARU, TAKESHI; MIYAURA, SHUICHI",Japan,Creating stabilising agent or blocking agent for preventing non-specific adsorption,Isolation of plant-derived polypeptide for the active agent,"Glycine max,or Zea mays",-,Y,2014-04-08 00:00:00,-,
106,PCT/US2006/029349,CA 2619383,2006-07-28 00:00:00,DOMINANT NEGATIVE MUTANT KRP PROTEIN PROTECTION OF ACTIVE CYCLIN-CDK COMPLEX INHIBITION BY WILD-TYPE KRP,"TARGETED GROWTH, INC.",Company,United States of America,"OLIVIER, PAUL; DEROCHER, JAY",United States of America,"Mutant CDK inhibitor (CKI) polypeptide aspects, related methods of modulation of plant cell divisions",-,-,-,Y,2014-09-16 00:00:00,2007-02-08 00:00:00,
107,PCT/US2002/027129,CA 2457477,2002-08-27 00:00:00,SELF-PROCESSING PLANTS AND PLANT PARTS,SYNGENTA PARTICIPATIONS AG,Company,Switzerland,"LANAHAN, MICHAEL B.; BASU, SHIB SANKAR; BATIE, CHRISTOPHER J.; CHEN, WEN; CRAIG, JOYCE; KINKEMA, MARK",United States of America,Optimised synthetic polynucleotides and methods of making and using self-processing transgenic plants and plant parts,By gene expression and rDNA technology,Grains,-,Y,2014-07-08 00:00:00,2003-03-06 00:00:00,
108,PCT/CA2006/001315,CA 2618592,2006-08-09 00:00:00,CONTROLLED RELEASE FERTILIZER EMPLOYING EPOXIDISED FATTY ACID TRIGLYCERIDE OIL AS A COATING ADDITIVE,AGRIUM INC.,Company,Canada,"XING, BAOZHONG; CARSTENS, LESLIE L.; WYNNYK, NICK P.",Canada,Formation of controlled release  fertilizer material comprising a particulate plant nutrient,-,"Glycine max,Zea may, Brassica napus,Helianthus annuus, Linum usitatissimum",-,Y,2014-12-09 00:00:00,2007-02-15 00:00:00,
109,PCT/AU2001/000680,CA 2411596,2001-06-07 00:00:00,THERAPEUTIC AGENTS -II,LEO LABORATORIES LIMITED,Company,Ireland,"AYLWARD, JAMES HARRISON; PARSONS, PETER GORDON; SUHRBIER, ANDREAS; TURNER, KATHLEEN ANNE.",Australia,Preparing chemical agents useful in treating inflammatory conditions,-,Euphorbiaceae family,Inflammatory conditions,Y,2014-08-19 00:00:00,2001-12-13 00:00:00,
110,,CA 2783847,2012-07-24 00:00:00,REDUCED CALORIE BEVERAGE OR FOOD PRODUCT AND PROCESS AND APPARATUS FOR MAKING SAME,"SQUARE SON INTELLECTUAL PROPERTY, LP.",Company,United States of America,"HOBSON, LUC",Canada,Preparation of reduced calorie beverage/ food product by fermentation,Fermentation of plant-derived juice or liquid and subsequent removal of ethanol,-,-,Y,2014-09-30 00:00:00,-,
111,PCT/JP2007/064190,CA 2660298,2007-07-18 00:00:00,POLYPHENOL-CONTENT-INCREASING AGENT FOR PLANT COMPRISING 5-AMINOLEVULINIC ACID OR A DERIVATIVE THEREOF,"COSMO TRADE & SERVICE CO., LTD",Company,Japan,"KONDO, MASAO; AIBA, NAOMI; MIYANARI, SETSUKO; ISHIZUKA, MASAHIRO; TANAKA, TOHRU",Japan,Providing an agent which increases polyphenol content in a plant,-,-,-,Y,2014-09-23 00:00:00,2008-02-14 00:00:00,
112,PCT/US2003/024330,CA 2494368,2003-08-01 00:00:00,SEED-ASSOCIATED PROMOTER SEQUENCES,"AGRIGENETICS, INC.",Company,United States of America,"CLENDENNEN, STEPHANIE K.; LIGHTNER, JONATHAN.; SCHUSTER, DEBRA K.",United States of America,Description of plant promoters exhibiting seed-associated expression,-,-,-,Y,2014-09-16 00:00:00,2004-02-12 00:00:00,
113,PCT/JP2008/062626,CA 2693760,2008-07-11 00:00:00,HERBICIDAL COMPOSITION,ISHIHARA SANGYO KAISHA LTD.,Company,Japan,"KIKUGAWA, HIROSHI; NAGAYAMA, SOUICHIRO; SANO, MAKIKO",Japan,A herbicidal composition to control/inhibit undesirable plant growth,-,-,-,Y,2014-10-07 00:00:00,2009-01-22 00:00:00,
114,PCT/IL2000/000389,CA 2382191,2000-07-04 00:00:00,METHOD FOR BREEDING TOMATOES HAVING REDUCED WATER CONTENT AND PRODUCT OF THE METHOD,STATE OF ISRAEL-MINISTRY OF AGRICULTURE,Research Organisation,Israel,"SCHAFFER, ARTHUR",Israel,Method of breeding tomato plants with reduced water content,Plant hybridisation and growth,Lycopersicon esculentum,-,Y,2014-01-14 00:00:00,2001-03-01 00:00:00,
115,PCT/US2008/005578,CA 2685845,2008-05-01 00:00:00,LIQUORICE EXTRACT ANTIMICROBIAL AND ANTI-INFLAMMATORY ISOLATES,"TOM'S OF MAINE, INC.",Company,United States of America,"BERGERON, CHANTAL; GAFNER, STEFAN",United States of America,Method for extraction of root of plant species that produces reduced waste and has great impact on oral and body care,-,Glycyrrhiza sp.,-,Y,2014-07-29 00:00:00,2008-11-13 00:00:00,
116,PCT/IB2007/052355,CA 2665681,2007-06-19 00:00:00,DIETARY SUPPLEMENT WITH PROTEIN ACTIVATOR,"MECH, GIANLUCA",Company,Italy,"MECH, GIANLUCA",Italy,A dietary supplement comprising a base mixture of ingredients with plant/animal protein and plant-based protein activator,Dosage dependent manner,-,-,N,2014-08-12 00:00:00,2008-04-10 00:00:00,
117,PCT/EP2006/006181,CA 2614221,2006-06-27 00:00:00,CULTIGEN-COMPATIBLE HERBICIDAL AGENTS CONTAINING HERBICIDES AND ACYLSULFAMOYLBENZAMIDE SAFENERS,BAYER INTELLECTUAL PROPERTY GMBH,Research Organisation,Germany,"ROSINGER, CHRISTOPHER; EVANS, PAUL; HACKER, ERWIN.",Germany,Crop plant-compatible herbicidal compostions,Dosage dependent manner,-,-,Y,2014-08-19 00:00:00,2007-01-18 00:00:00,
118,PCT/US2008/066418,CA 2690586,2008-06-10 00:00:00,METHOD AND COMPOSITION FOR PREPARING CURED MEAT PRODUCTS,"KERRY GROUP SERVICES INTERNATIONAL, LTD.",Company,Ireland,"HUSGEN, ANN; BAUMAN, KEN; MCKLEM, LACEY; PAPINAHO, PETRI; JONES, BETH",United States of America,Invention comprising a curing agent with a plant-based nitrite,By contacting a plant material with an organism capable of converting nitrate to nitrite,-,-,Y,2014-01-28 00:00:00,2008-12-18 00:00:00,
119,PCT/US2006/025187,CA 2612236,2006-06-28 00:00:00,LIQUID COMPOSITIONS FOR TREATING PLANT PROPAGATION MATERIALS,SYNGENTA PARTICIPATIONS AG,Company,Switzerland,"TORRENT PARKER, MARLENE; SHETTY, KIRAN.",United States of America,Method for treating plant propagation materials using a fast-drying liquid composition,-,-,-,Y,2014-12-09 00:00:00,2007-01-11 00:00:00,
120,PCT/KR2009/003176,CA 2732058,2009-06-12 00:00:00,ANTI-AGING OR ANTIOXIDANT COMPOSITION CONTAINING PLANT STEM CELL LINE DERIVED FROM CAMBIUM OF PANAX GINSENG,WELLKEY HOLDINGS LIMITED,Company,Virgin Islands (British),"JANG, MI OK; LIM, MIN JUNG; OH, IL SEOK; LEE DAE HEE; LEE, EUN KYONG; JIN, YOUNG WOO",Republic of Korea,Anti-aging composition containing plant stem cell derived active agent,-,Panax ginseng,-,Y,2014-09-23 00:00:00,2009-12-17 00:00:00,
121,PCT/CA2007/000861,CA 2654599,2007-05-14 00:00:00,EXTRACTION OF HEMP FIBERS,NATIONAL RESEARCH COUNCIL OF CANADA,Research Organisation,Canada,"SUNG, WING L.; WOOD, MARK; HUANG, FANG",Canada,A method of extracting hemp fibers from decorticated hemp bast skin,Enzyme treatment,Cannabis sativa,-,Y,2014-06-10 00:00:00,2007-12-13 00:00:00,
122,PCT/IL2002/000402, CA 2447180,2002-05-22 00:00:00,HERBAL COMPOSITIONS FOR THE TREATMENT OF MUCOSAL LESIONS,IZUN PHARMACEUTICALS CORPORATION,Company,United States of America,"LEVINE, WILLIAM Z.; SAFFER, ARON J.; FARAN, MINA",Israel,Therapeutic compositions of extracts of different plants,Dosage dependent manner,"Echinacea purpurea, Sambucus nigra,and Hypericum perforatum/ Commiphora molmol/ Centella asiatica",-,Y,2014-07-08 00:00:00,2002-11-28 00:00:00,
123,PCT/FI2007/050149,CA  2646217,2007-03-19 00:00:00,FERMENTED FOOD PRODUCT,ELIXI OIL OY,Company,Finland,"SALMINEN, KARI; KAUPPINEN, VILLE; VIRTANEN, TARJA; RAJANIEMI, SIRPA; RYHANEN, EEVA-LIISA",Finland,Fermented food product comprising defatted flax-seed as main raw material,Fermentation with the help of starter culture of pro-biotic bacteria,Linum usitatissimum,-,Y,2014-09-02 00:00:00,2007-09-27 00:00:00,
124,,CA 2505688,2005-05-17 00:00:00,HERBICIDAL COMPOUND RESISTANT PLANT,"SUMITOMO CHEMICAL COMPANY, LIMITED",Company,Japan,"MATSUSHIMA, YUTAKA; NAGASAWA, AKITSU",Japan,Resistance to one of the protoporphyrinogen IX oxidase inhibitory-type herbicidal compounds,rDNA technology,-,-,Y,2014-04-08 00:00:00,-,
125,PCT/CH2007/000131,CA 2643389,2007-03-09 00:00:00,"METHOD FOR SOLUBILISING, DISPERSING AND STABILISING OF SUBSTANCES",LABOSWISS AG,Company,Switzerland,"STROBEL, HANSPETER",Switzerland,"Poloxamer, a resin, tocopherol and an active substance are fused and later solubilized, dispersed, and stabilized to form a transparent gel",-,-,-,Y,2014-12-02 00:00:00,2007-09-20 00:00:00,
126,PCT/EP2006/004467,CA  2607486,2006-05-12 00:00:00,PRODUCTION OF GLUCOSAMINE FROM PLANT SPECIES,NESTEC S.A.,Company,Switzerland,"PETIARD, VINCENT; MICHAUX, STEPHANE; COURTOIS, DIDIER",France,Generation of glucosamine from plants,Heating process of plant extracts involved after the addition of glucosamine precursors during plant cultivation,-,-,Y,2014-02-28 00:00:00,2006-11-16 00:00:00,
127,PCT/JP2006/303992,CA 2598109,2006-03-02 00:00:00,HIGH REBAUDIOSIDE- A STEVIA PLANT,"MORITA KAGAKU KOGYO CO., LTD.",Company,Japan,"MORITA, TOYOSHIGE; MORITA, KOJI; KOMAI, KOICHIRO",Japan,Production of good quality sweetener from novel plant created,4:1 ratio of Rebaudioside A with respect to Stevioside,Stevia rebaudiana bertoni variety,-,Y,2014-03-25 00:00:00,2006-09-08 00:00:00,
128,PCT/IB2009/005461,CA 2723132,2009-05-01 00:00:00,PHARMACEUTICAL COMPOSITION COMPRISING EXTRACTS OF HUANGLIAN AND KU DING CHA EFFECTIVE FOR LOWERING BLOOD LIPID LEVELS,AFEXA LIFE SCIENCES INC.,Company,Canada,"SHAN, JACQUELINE JIE; LING LEI; GOEL, VINTI; QI, GUIZHONG; WANG, SHAOZHAO",Canada,"Medicinal combination of herbs, herbal extracts, and their chemical constituents which lowers blood lipid levels",By means of extraction and accurate combination in synergistic amounts,-,Cardiovascular diseases,Y,2014-04-08 00:00:00,2009-11-05 00:00:00,
129,PCT/US2001/012334,CA 2405560,2001-04-13 00:00:00,NUCLEIC ACID SEQUENCES TO PROTEINS INVOLVED IN TOCOPHEROL SYNTHESIS,MONSANTO TECHNOLOGY LLC,Company,United States of America,"SUBRAMANIAM, SAI S.; SLATER, STEVEN C.; KARBERG, KATHERINE; CHEN, RIDONG; VALENTIN, HENRY E.; WONG, YUN-HUA HUANG",United States of America,Nucleic acid sequences and methods for producing plants and seeds with altered tocopherol content and composition,-,-,-,Y,2014-06-17 00:00:00,2001-10-25 00:00:00,
130,PCT/EP2007/004027,CA 2649651,2007-04-27 00:00:00,METHOD FOR SEPARATING OFF COLORING COMPONENTS FROM AQUEOUS PLANT EXTRACTS,BAYER INTELLECTUAL PROPERTY GMBH,Research Organisation,Germany,"MEUSER, FRIEDRICH; BAUER, INGO",Germany,Separation of coloring components from aqueous plant extracts,By precipitation method,-,-,Y,2014-11-18 00:00:00,2007-11-15 00:00:00,
131,PCT/US2011/024160,CA 2795493,2011-02-09 00:00:00,METHOD OF IMPROVING PLANT YIELD OF SOYBEANS BY TREATMENT WITH HERBICIDES,BAYER INTELLECTUAL PROPERTY GMBH ,Research Organisation,Germany,"ALLEN, JAYLA; ARNOLD, FRED; HINZ, JOHN",United States of America,Method of improving soyabean plant yield,Herbicidal treatment,Glycine max,-,Y,2014-10-07 00:00:00,2011-08-18 00:00:00,
132,PCT/JP2011/061922,CA 2800721,2011-05-25 00:00:00,"FAT-REDUCED SOYBEAN PROTEIN MATERIAL AND SOYBEAN EMULSION COMPOSITION, AND PROCESSES FOR PRODUCTION THEREOF",FUJI OIL HOLDINGS INC.,Company,Japan,"SAMOTO, MASAHIKO; KANAMORI, JIRO; SHIBATA, MASAYUKI",Japan,Method of producing fat-reduced soymilk,Separation of fat from fat-rich soyabean without use of organic solvent,Glycine max,-,Y,2014-06-10 00:00:00,2011-12-15 00:00:00,
133,PCT/DK2005/000160,CA 2558815,2005-03-09 00:00:00,BARLEY FOR PRODUCTION OF FLAVOR-STABLE BEVERAGE,CARLSBERG A/S,Company,Denmark,"BREDDAM, KLAUS; OLSEN, OLE; SKADHAUGE, BIRGITTE; LOK, FINN; KNUDSEN, SOREN; BECH, LENE MOLSKOV",Denmark,"Production of beer devoid of detectable trans-2-nonenal-specific off flavors, even after prolonged storage",-,Hordeum vulgare,-,Y,2014-01-07 00:00:00,2005-09-22 00:00:00,
134,PCT/EP2007/000736,CA 2636844,2007-01-29 00:00:00,USE OF TREHALOSE-6-PHOSPHATE SYNTHASE TO MODULATE PLANT GROWTH,"K.U. LEUVEN RESEARCH AND DEVELOPMENT;
VIB VZW.",Research Organisation,Belgium,"LEYMAN, BARBARA; RAMON, MATTHEW; ROLLAND, FILIP; THEVELEIN, JOHAN; VAN DIJCK, PATRICK; VANDESTEENE, LIES",Belgium,Use of trehalose-6-phosphate synthase to modulate plant  growth and increase plant biomass yield,-,-,-,Y,2014-07-08 00:00:00,2007-08-02 00:00:00,
135,PCT/CA2010/000765,CA 2770003,2010-05-25 00:00:00,HIGH BIOAVAILABILITY PHOSPHORUS,COMPASS MINERALS MANITOBA INC.,Company,Canada,"GOODWIN, MARK",Canada,Improvement of the efficiency of applied phosphorus ,Application of phosphorus as a coating on plant growth,-,-,Y,2014-08-05 00:00:00,2010-12-02 00:00:00,
136,PCT/EP2001/003174, CA 2403486,2001-03-20 00:00:00,TALAROMYCES EMERSONII BETA-GLUCANASES,BASF SE,Company,Germany,"VAN DEN HOMBERGH, JOHANNES PETRUS THEODORUS WILHELMUS; VAN DER LAAN, JAN-METSKE; DARAN, JEAN-MARC GEORGES; HERWEIJER, MARGARETA ADRIANA; TEUFEL, DANIEL PAUL","Netherlands, France, Germany","Three novel polypeptides which have (endo).beta.-1,4-glucanase activity (EC 
3.2.1.4) and can degrade cellulose in plant extracts and plant materials",-,-,-,Y,2014-02-18 00:00:00,2001-09-27 00:00:00,
137,PCT/EP2008/053060,CA 2680497,2008-03-14 00:00:00,"CRYSTALLINE FORMS OF 2-[2-CHLORO-4-METHYLSULFONYL-3-(2,2,2-TRIFLUOROETHOXYMETHYL)BENZOYL]CYCLOHEXAN-1,3-DIONE",BASF SE ,Company,Germany,"HUPE, EIKE; GEWEHR, MARKUS; ERK, PETER; SAXELL, HEIDI EMILIA; GRIESSER, ULRICH; TISCHLER, MICHAELA","Germany, Austria","Production of two crystalline forms of 2-[2-chloro-4-methylsulfonyl-3-(2,2,2-trifluoro-ethoxymethyl)benzoyl]cyclohexan-1,3-dione, also known as tembotrione",-,-,-,Y,2014-12-23 00:00:00,2008-09-18 00:00:00,
138,,CA 2770841,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB19D12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.; STREIT, LEON G.",United States of America,Novel soybean variety designated XB19D12,"Crossing plants of  soybean variety XB19D12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
139,,CA 2770840,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB25G12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KYLE, DONALD; FORTH, KATHRYN ANNE; STEPHENS, PAUL A.",United States of America,Novel soybean variety designated XB25G12,"Crossing plants of  soybean variety XB25G12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
140,,CA 2770839,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB25E12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"ALT, JESSIE LYNN; FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.",United States of America,Novel soybean variety designated XB25E12,"Crossing plants of  soybean variety XB25E12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
141,, CA 2770835,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB22K12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.; STREIT, LEON G.",United States of America,Novel soybean variety designated XB22K12,"Crossing plants of  soybean variety XB22K12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
142,,CA 2770830,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB00N12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"HEDGES, BRADLEY R.; GREASON, KARI ",Canada,Novel soybean variety designated XB00N12,"Crossing plants of  soybean variety XB00N12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
143,,CA 2770655,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB21T12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.",United States of America,Novel soybean variety designated XB21T12,"Crossing plants of  soybean variety XB21T12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
144,,CA 2770654,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XBOO3B12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.",United States of America,Novel soybean variety designated XBOO3B12,"Crossing plants of  soybean variety XBOO3B12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
145,,CA 2770650,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB004C12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.",United States of America,Novel soybean variety designated XB004C12,"Crossing plants of  soybean variety XB004C12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-22 00:00:00,-,
146,,CA 2770648,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB004B12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.",United States of America,Novel soybean variety designated XB004B12,"Crossing plants of  soybean variety XB004B12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
147,,CA 2770646,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB003A12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.",United States of America,Novel soybean variety designated XB003A12,"Crossing plants of  soybean variety XB003A12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
148,,CA 2770639,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB28A12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"ALT, JESSIE LYNN; STEPHENS, PAUL A.",United States of America,Novel soybean variety designated XB28A12,"Crossing plants of  soybean variety XB28A12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
149,,CA 2770601,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XR29D12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KYLE, DONALD; SPEAR, JORDAN.",United States of America,Novel soybean variety designated XR29D12,"Crossing plants of  soybean variety XR29D12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
150,,CA 2770599,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB17Q12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.",United States of America,Novel soybean variety designated XB17Q12,"Crossing plants of  soybean variety XB17Q12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
151,,CA 2770598,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB29P12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"ALT, JESSIE LYNN; STREIT, LEON G. ",United States of America,Novel soybean variety designated XB29P12,"Crossing plants of  soybean variety XB29P12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
152,,CA 2770595,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB26AD12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KYLE, DONALD; FORTH, KATHRYN ANNE; STEPHENS, PAUL A.",United States of America,Novel soybean variety designated XB26AD12,"Crossing plants of  soybean variety XB26AD12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
153,,CA 2770590,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XR29A12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KYLE, DONALD; SPEAR, JORDAN.",United States of America,Novel soybean variety designated XR29A12,"Crossing plants of  soybean variety XR29A12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
154,,CA 2770586,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB008J12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.; EIDENSHINK, JOHN MICHAEL; FABRIZIUS, MARTIN A.",United States of America,Novel soybean variety designated XB008J12,"Crossing plants of  soybean variety XB008J12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
155,,CA 2770584,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB04A12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.; FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.",United States of America,Novel soybean variety designated XB04A12,"Crossing plants of  soybean variety XB04A12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
156,,CA 2770573,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB05Y12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"KRASHENINNIK, NADEJDA N.; FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.",United States of America,Novel soybean variety designated XB05Y12,"Crossing plants of  soybean variety XB05Y12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
157,,CA 2770571,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB13R12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.",United States of America,Novel soybean variety designated XB13R12,"Crossing plants of  soybean variety XB13R12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
158,,CA 2770552,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB06F12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"HEDGES, BRADLEY R.; GREASON, KARI ",Canada,Novel soybean variety designated XB06F12,"Crossing plants of  soybean variety XB06F12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-22 00:00:00,-,
159,,CA 2770551,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB14N12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.",United States of America,Novel soybean variety designated XB14N12,"Crossing plants of  soybean variety XB14N12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
160,,CA 2770549,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB10A12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.; KRASHENINNIK, NADEJDA N.",United States of America,Novel soybean variety designated XB10A12,"Crossing plants of  soybean variety XB10A12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
161,,CA 2770548,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB26W12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"CARDEN, BRIAN A.; FORTH, KATHRYN ANNE;  STEPHENS, PAUL A.",United States of America,Novel soybean variety designated XB26W12,"Crossing plants of  soybean variety XB26W12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
162,,CA 2770541,2012-03-08 00:00:00,HIGH YIELDING SOYBEAN VARIETY XB07D12,"PIONEER HI-BRED INTERNATIONAL, INC.",Company,United States of America,"HEDGES, BRADLEY R.; GREASON, KARI; FABRIZIUS, MARTIN A.; ROACH, MICHAEL T.","Canada, United States of America",Novel soybean variety designated XB07D12,"Crossing plants of  soybean variety XB07D12, either male or female, with another soybean plant",Glycine max,-,Y,2014-07-08 00:00:00,-,
